%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
          60.            0.       1.56056       11.3590       11.1572        8.6036       359.921       18.6418        2.8655     -0.014507 
          61.            0.       1.55176       11.3575       11.1572        8.5476       359.911       18.7065        2.9266     -0.013397 
          62.            0.       1.55033       11.3562       11.1572        8.4912       359.902       18.5314        2.9168     -0.013163 
          63.            0.       1.56301       11.3553       11.1572        8.4482       359.892       18.1791        2.7353     -0.014662 
          64.            0.       1.56675       11.3544       11.1572        8.4191       359.875       17.8784        2.5946     -0.015418 
          65.            0.       1.56231       11.3534       11.1572        8.3834       359.882       17.7266        2.5148     -0.015153 
          66.            0.       1.54906       11.3524       11.1572        8.3213       359.851       17.7414        2.5365     -0.013519 
          67.            0.       1.53555       11.3516       11.1572        8.2630       359.813       17.5379        2.5580     -0.012022 
          68.            0.       1.54493       11.3516       11.1572        8.2468       359.760       17.1404        2.3262     -0.013846 
          69.            0.       1.53562       11.3515       11.1572        8.1972       359.710       16.8414        2.2469     -0.013092 
          70.            0.       1.52283       11.3515       11.1572        8.1451       359.665       16.5370        2.1781     -0.011906 
          71.            0.       1.51386       11.3518       11.1572        8.0839       359.669       16.1613        2.0687     -0.011275 
          72.            0.       1.50308       11.3523       11.1572        8.0093       359.690       15.7548        1.9496     -0.010375 
          73.            0.       1.48715       11.3528       11.1572        7.9361       359.738       15.3518        1.8312     -0.008846 
          74.            0.       1.46665       11.3531       11.1572        7.8560       359.798       14.8743        1.7133     -0.006679 
          75.            0.       1.44557       11.3531       11.1572        7.7797       359.891       13.9831        1.5451     -0.004922 
          76.            0.       1.46268       11.3540       11.1572        7.7159       359.899       12.5744        1.1177     -0.012297 
          77.            0.       1.13944       11.5233       11.1572        8.3917       358.519       12.0986        0.7685      0.058507 
          78.            0.       0.71026       11.9158       12.4477        9.5087       357.307       13.0305        0.4683      0.168266 
          79.            0.       0.28161       15.5924       15.4936       11.3246       357.999       16.4542        0.1662      0.286218 
