%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
          66.            0.       2.00077       12.5108       12.4477        8.4940       359.548       25.5325        3.5547      0.014720 
          67.            0.       1.99360       12.5109       12.4477        8.4752       359.548       25.4358        3.5352      0.015246 
          68.            0.       1.98626       12.5110       12.4477        8.4572       359.547       25.3423        3.5158      0.015782 
          69.            0.       1.97864       12.5112       12.4477        8.4400       359.545       25.2373        3.4963      0.016328 
          70.            0.       1.97192       12.5114       12.4477        8.4238       359.549       25.1382        3.4668      0.016772 
          71.            0.       1.96378       12.5115       12.4477        8.4036       359.554       25.0677        3.4574      0.017438 
          72.            0.       1.95574       12.5117       12.4477        8.3840       359.560       25.0066        3.4481      0.018099 
          73.            0.       1.94774       12.5118       12.4477        8.3650       359.567       24.9493        3.4388      0.018754 
          74.            0.       1.93985       12.5120       12.4477        8.3463       359.577       24.8936        3.4294      0.019398 
          75.            0.       1.93194       12.5121       12.4477        8.3280       359.589       24.8266        3.4200      0.020031 
          76.            0.       1.92484       12.5123       12.4477        8.3116       359.605       24.7555        3.4006      0.020554 
          77.            0.       1.91710       12.5125       12.4477        8.2926       359.629       24.6856        3.3912      0.021174 
          78.            0.       1.91046       12.5127       12.4477        8.2741       359.661       24.6125        3.3717      0.021670 
          79.            0.       1.90328       12.5128       12.4477        8.2530       359.700       24.5542        3.3623      0.022266 
          80.            0.       1.89620       12.5130       12.4477        8.2314       359.743       24.4882        3.3529      0.022851 
          81.            0.       1.88997       12.5132       12.4477        8.2114       359.788       24.4187        3.3333      0.023328 
          82.            0.       1.88290       12.5133       12.4477        8.1896       359.834       24.3506        3.3239      0.023913 
          83.            0.       1.87650       12.5135       12.4477        8.1707       359.883       24.2819        3.3044      0.024396 
          84.            0.       1.86919       12.5137       12.4477        8.1506       359.932       24.2147        3.2950      0.024991 
          85.            0.       1.86257       12.5138       12.4477        8.1333       359.982       24.1471        3.2755      0.025481 
          86.            0.       1.85509       12.5140       12.4477        8.1151         0.032       24.0927        3.2661      0.026085 
          87.            0.       1.84745       12.5141       12.4477        8.0982         0.079       24.0323        3.2567      0.026688 
          88.            0.       1.84050       12.5143       12.4477        8.0841         0.126       23.9688        3.2372      0.027185 
          89.            0.       1.83271       12.5144       12.4477        8.0684         0.172       23.9055        3.2278      0.027791 
          90.            0.       1.82565       12.5146       12.4477        8.0553         0.218       23.8409        3.2083      0.028290 
          91.            0.       1.81794       12.5147       12.4477        8.0400         0.262       23.7877        3.1989      0.028896 
          92.            0.       1.81023       12.5148       12.4477        8.0250         0.305       23.7271        3.1895      0.029495 
          93.            0.       1.80317       12.5150       12.4477        8.0125         0.348       23.6519        3.1700      0.029985 
          94.            0.       1.79596       12.5151       12.4477        8.0004         0.391       23.5723        3.1505      0.030483 
          95.            0.       1.78862       12.5152       12.4477        7.9886         0.433       23.4909        3.1310      0.030990 
          96.            0.       1.78129       12.5153       12.4477        7.9763         0.478       23.4084        3.1115      0.031500 
          97.            0.       1.77389       12.5155       12.4477        7.9640         0.525       23.3255        3.0920      0.032017 
          98.            0.       1.76653       12.5156       12.4477        7.9515         0.573       23.2404        3.0725      0.032533 
          99.            0.       1.75911       12.5157       12.4477        7.9391         0.621       23.1541        3.0531      0.033053 
         100.            0.       1.75157       12.5158       12.4477        7.9268         0.669       23.0674        3.0336      0.033583 
         101.            0.       1.74396       12.5160       12.4477        7.9145         0.718       22.9800        3.0141      0.034121 
         102.            0.       1.73621       12.5161       12.4477        7.9026         0.767       22.8925        2.9947      0.034669 
         103.            0.       1.72834       12.5162       12.4477        7.8910         0.815       22.8047        2.9752      0.035228 
         104.            0.       1.72034       12.5163       12.4477        7.8797         0.862       22.7168        2.9558      0.035797 
         105.            0.       1.71227       12.5164       12.4477        7.8685         0.911       22.6286        2.9364      0.036374 
         106.            0.       1.70407       12.5165       12.4477        7.8576         0.959       22.5404        2.9170      0.036960 
         107.            0.       1.69577       12.5166       12.4477        7.8471         1.006       22.4522        2.8976      0.037556 
         108.            0.       1.68735       12.5167       12.4477        7.8368         1.053       22.3638        2.8782      0.038161 
         109.            0.       1.67882       12.5168       12.4477        7.8269         1.100       22.2753        2.8588      0.038776 
         110.            0.       1.67012       12.5168       12.4477        7.8172         1.146       22.1754        2.8394      0.039398 
         111.            0.       1.66140       12.5169       12.4477        7.8091         1.189       21.9338        2.8099      0.039892 
         112.            0.       1.66072       12.5172       12.4477        7.8255         1.245       21.5155        2.6690      0.039032 
         113.            0.       1.65671       12.5173       12.4477        7.8370         1.313       21.1872        2.5486      0.038589 
         114.            0.       1.64096       12.5174       12.4477        7.8226         1.372       21.0008        2.5400      0.039956 
         115.            0.       1.62772       12.5174       12.4477        7.8173         1.426       20.8784        2.5010      0.040961 
         116.            0.       1.61048       12.5173       12.4477        7.8002         1.481       20.8742        2.5127      0.042689 
         117.            0.       1.59380       12.5173       12.4477        7.7818         1.535       20.9451        2.5344      0.044425 
         118.            0.       1.57788       12.5172       12.4477        7.7620         1.590       21.0615        2.5661      0.046125 
         119.            0.       1.56336       12.5171       12.4477        7.7432         1.640       21.1608        2.5976      0.047644 
         120.            0.       1.55112       12.5170       12.4477        7.7300         1.682       21.1466        2.6088      0.048775 
         121.            0.       1.54280       12.5169       12.4477        7.7301         1.718       21.0268        2.5693      0.049261 
         122.            0.       1.53399       12.5169       12.4477        7.7304         1.753       20.8841        2.5298      0.049781 
         123.            0.       1.52411       12.5168       12.4477        7.7282         1.790       20.7717        2.5005      0.050470 
         124.            0.       1.51260       12.5167       12.4477        7.7210         1.828       20.6969        2.4914      0.051425 
         125.            0.       1.50156       12.5166       12.4477        7.7143         1.870       20.6779        2.4824      0.052364 
         126.            0.       1.48918       12.5165       12.4477        7.7002         1.919       20.8030        2.5036      0.053627 
         127.            0.       1.47499       12.5163       12.4477        7.6762         1.970       20.9664        2.5652      0.055215 
         128.            0.       1.46566       12.5162       12.4477        7.6654         2.009       21.0128        2.5761      0.056075 
         129.            0.       1.45787       12.5161       12.4477        7.6601         2.039       20.9560        2.5667      0.056662 
         130.            0.       1.45184       12.5160       12.4477        7.6628         2.059       20.7829        2.5269      0.056914 
         131.            0.       1.44739       12.5160       12.4477        7.6738         2.078       20.5661        2.4569      0.056876 
         132.            0.       1.43998       12.5159       12.4477        7.6766         2.104       20.4150        2.4173      0.057271 
         133.            0.       1.43011       12.5158       12.4477        7.6716         2.138       20.3537        2.4081      0.058069 
         134.            0.       1.41927       12.5157       12.4477        7.6610         2.178       20.3780        2.4191      0.059084 
         135.            0.       1.40862       12.5155       12.4477        7.6476         2.222       20.4685        2.4401      0.060146 
         136.            0.       1.39802       12.5154       12.4477        7.6318         2.263       20.5479        2.4712      0.061222 
         137.            0.       1.39020       12.5153       12.4477        7.6244         2.294       20.5534        2.4719      0.061887 
         138.            0.       1.38292       12.5152       12.4477        7.6197         2.314       20.4425        2.4624      0.062409 
         139.            0.       1.37928       12.5152       12.4477        7.6314         2.317       20.1407        2.3923      0.062285 
         140.            0.       1.37803       12.5152       12.4477        7.6572         2.313       19.7256        2.2717      0.061656 
         141.            0.       1.37409       12.5152       12.4477        7.6778         2.336       19.4749        2.1714      0.061411 
         142.            0.       1.35747       12.5150       12.4477        7.6595         2.385       19.4942        2.2132      0.063174 
         143.            0.       1.34382       12.5149       12.4477        7.6472         2.423       19.4746        2.2345      0.064507 
         144.            0.       1.33469       12.5149       12.4477        7.6493         2.446       19.3429        2.2051      0.065136 
         145.            0.       1.32665       12.5148       12.4477        7.6575         2.464       19.1441        2.1555      0.065547 
         146.            0.       1.31779       12.5148       12.4477        7.6661         2.484       18.9209        2.1060      0.066030 
         147.            0.       1.30832       12.5148       12.4477        7.6749         2.513       18.7563        2.0566      0.066608 
         148.            0.       1.29399       12.5147       12.4477        7.6697         2.548       18.6454        2.0579      0.067928 
         149.            0.       1.28243       12.5147       12.4477        7.6730         2.570       18.4403        2.0288      0.068793 
         150.            0.       1.27452       12.5147       12.4477        7.6902         2.581       18.1157        1.9490      0.069022 
         151.            0.       1.26583       12.5148       12.4477        7.7089         2.595       17.7460        1.8593      0.069277 
         152.            0.       1.25429       12.5149       12.4477        7.7231         2.626       17.4071        1.7799      0.069927 
         153.            0.       1.23755       12.5150       12.4477        7.7288         2.663       17.1230        1.7314      0.071375 
         154.            0.       1.21993       12.5151       12.4477        7.7343         2.713       16.9106        1.6830      0.072994 
         155.            0.       1.19804       12.5152       12.4477        7.7291         2.786       16.8778        1.6754      0.075405 
         156.            0.       1.17280       12.5152       12.4477        7.7111         2.864       16.9375        1.7184      0.078405 
         157.            0.       1.15425       12.5153       12.4477        7.7059         2.915       16.8654        1.7203      0.080341 
         158.            0.       1.14135       12.5155       12.4477        7.7157         2.948       16.6681        1.6714      0.081384 
         159.            0.       1.12755       12.5156       12.4477        7.7254         2.971       16.3975        1.6225      0.082525 
         160.            0.       1.11457       12.5158       12.4477        7.7399         2.989       16.0593        1.5535      0.083490 
         161.            0.       1.10069       12.5161       12.4477        7.7553         3.012       15.6897        1.4746      0.084553 
         162.            0.       1.08299       12.5164       12.4477        7.7665         3.022       15.2398        1.4062      0.086165 
         163.            0.       1.06832       12.5168       12.4477        7.7869         3.034       14.7016        1.2872      0.087197 
         164.            0.       1.04624       12.5173       12.4477        7.7976         3.112       14.3987        1.1896      0.089606 
         165.            0.       1.00331       12.5177       12.4477        7.7689         3.240       14.4500        1.2459      0.095882 
         166.            0.       0.97109       12.5180       12.4477        7.7548         3.338       14.4572        1.2701      0.100142 
         167.            0.       0.94752       12.5183       12.4477        7.7562         3.407       14.3743        1.2530      0.102956 
         168.            0.       0.92540       12.5187       12.4477        7.7594         3.456       14.2286        1.2355      0.105545 
         169.            0.       0.90640       12.5190       12.4477        7.7692         3.491       14.0237        1.1977      0.107650 
         170.            0.       0.88724       12.5194       12.4477        7.7789         3.540       13.8648        1.1598      0.109828 
         171.            0.       0.86381       12.5198       12.4477        7.7756         3.604       13.7782        1.1627      0.112730 
         172.            0.       0.84353       12.5201       12.4477        7.7762         3.656       13.6669        1.1551      0.115133 
         173.            0.       0.82669       12.5205       12.4477        7.7833         3.700       13.5320        1.1270      0.117020 
         174.            0.       0.80890       12.5209       12.4477        7.7866         3.724       13.3423        1.1091      0.119056 
         175.            0.       0.79586       12.5213       12.4477        7.8016         3.773       13.1913        1.0504      0.120399 
         176.            0.       0.77332       12.5217       12.4477        7.7888         3.889       13.3086        1.0733      0.123303 
         177.            0.       0.75096       12.5220       12.4477        7.7667         3.979       13.3686        1.1261      0.126084 
         178.            0.       0.74148       12.5223       12.4477        7.7756         4.009       13.2528        1.0870      0.126989 
         179.            0.       0.73042       12.5227       12.4477        7.7817         4.042       13.1283        1.0581      0.128130 
         180.            0.       0.71715       12.5230       12.4477        7.7800         4.091       13.0539        1.0496      0.129610 
         181.            0.       0.70358       12.5233       12.4477        7.7745         4.143       12.9982        1.0511      0.131140 
         182.            0.       0.69203       12.5236       12.4477        7.7727         4.176       12.8955        1.0424      0.132382 
         183.            0.       0.68282       12.5239       12.4477        7.7782         4.176       12.7037        1.0133      0.133285 
         184.            0.       0.67479       12.5242       12.4477        7.7906         4.115       12.3443        0.9640      0.133985 
         185.            0.       0.67119       12.5248       12.4477        7.8214         4.110       12.0605        0.8540      0.134010 
         186.            0.       0.64767       12.5251       12.4477        7.8021         4.224       12.1510        0.8872      0.137177 
         187.            0.       0.62711       12.5254       12.4477        7.7798         4.298       12.1528        0.9298      0.139757 
         188.            0.       0.61948       12.5258       12.4477        7.7869         4.270       11.9086        0.8805      0.140463 
         189.            0.       0.61200       12.5262       12.4477        7.8046         4.207       11.5333        0.8111      0.141111 
         190.            0.       0.60107       12.5267       12.4477        7.8191         4.126       11.0922        0.7423      0.142273 
         191.            0.       0.58696       12.5273       12.4477        7.8318         4.026       10.5758        0.6640      0.143970 
         192.            0.       0.56820       12.5281       12.4477        7.8379         3.952       10.0938        0.5766      0.146609 
         193.            0.       0.53659       12.5289       12.4477        7.8221         3.954        9.7955        0.5419      0.151912 
         194.            0.       0.50166       12.5294       12.4477        7.8013         3.964        9.5372        0.5378      0.157767 
         195.            0.       0.47583       12.5299       12.4477        7.8098         3.911        9.1933        0.4819      0.161896 
         196.            0.       0.44501       12.5305       12.4477        7.8934         3.677        8.8426        0.4172      0.167193 
         197.            0.       0.39257       12.5319       12.4477        8.3406         3.196        9.0911        0.3471      0.177127 
         198.            0.       0.25861       12.7412       12.4477       10.1717         2.534       11.0698        0.1673      0.207286 
         199.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
