%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
          31.            0.       1.19402        5.1270        5.1860        4.6240       360.000       31.4189        8.4398     -0.000154 
          32.            0.       1.19359        5.1270        5.1860        4.6223       360.000       31.3418        8.3898     -0.000174 
          33.            0.       1.19316        5.1270        5.1860        4.6207       360.000       31.2635        8.3398     -0.000194 
          34.            0.       1.19277        5.1271        5.1860        4.6191       360.000       31.1903        8.2898     -0.000215 
          35.            0.       1.19246        5.1271        5.1860        4.6175         0.000       31.1191        8.2498     -0.000232 
          36.            0.       1.19207        5.1272        5.1860        4.6158         0.000       31.0437        8.1997     -0.000254 
          37.            0.       1.19170        5.1272        5.1860        4.6143         0.000       30.9724        8.1497     -0.000275 
          38.            0.       1.19142        5.1272        5.1860        4.6127         0.000       30.9030        8.1097     -0.000294 
          39.            0.       1.19105        5.1273        5.1860        4.6111         0.000       30.8300        8.0597     -0.000316 
          40.            0.       1.19069        5.1274        5.1860        4.6095         0.000       30.7598        8.0097     -0.000338 
          41.            0.       1.19036        5.1274        5.1860        4.6079         0.000       30.6997        7.9596     -0.000361 
          42.            0.       1.19003        5.1274        5.1860        4.6062         0.000       30.6301        7.9196     -0.000379 
          43.            0.       1.18926        5.1275        5.1860        4.6046         0.000       30.5359        7.8396     -0.000414 
          44.            0.       1.18838        5.1277        5.1860        4.6029         0.000       30.4335        7.7495     -0.000454 
          45.            0.       1.18760        5.1278        5.1860        4.6013         0.001       30.3322        7.6695     -0.000491 
          46.            0.       1.18680        5.1279        5.1860        4.5996         0.001       30.2258        7.5895     -0.000529 
          47.            0.       1.18594        5.1281        5.1860        4.5981         0.001       30.1168        7.4994     -0.000573 
          48.            0.       1.18516        5.1282        5.1860        4.5965         0.001       30.0070        7.4194     -0.000613 
          49.            0.       1.18435        5.1284        5.1860        4.5950         0.001       29.8956        7.3293     -0.000660 
          50.            0.       1.18361        5.1286        5.1860        4.5935         0.001       29.7828        7.2493     -0.000703 
          51.            0.       1.18285        5.1287        5.1860        4.5921         0.001       29.6688        7.1592     -0.000753 
          52.            0.       1.17440        5.1288        5.1860        4.5859         0.001       28.2732        7.0792     -0.000821 
          53.            0.       1.16616        5.1361        5.1860        4.6215         0.002       26.4557        4.6069     -0.003061 
          54.            0.       1.16424        5.1366        5.1860        4.6218         0.002       25.7712        4.4567     -0.003328 
          55.            0.       1.16340        5.1365        5.1860        4.6189         0.002       25.5815        4.4667     -0.003317 
          56.            0.       1.16347        5.1365        5.1860        4.6168         0.002       25.5219        4.4667     -0.003323 
          57.            0.       1.16382        5.1364        5.1860        4.6149         0.002       25.5062        4.4667     -0.003330 
          58.            0.       1.16427        5.1364        5.1860        4.6131         0.002       25.5052        4.4667     -0.003336 
          59.            0.       1.16474        5.1364        5.1860        4.6112         0.003       25.5091        4.4667     -0.003343 
          60.            0.       1.16522        5.1364        5.1860        4.6094         0.003       25.5147        4.4666     -0.003350 
          61.            0.       1.16571        5.1364        5.1860        4.6076         0.003       25.5207        4.4666     -0.003357 
          62.            0.       1.16624        5.1363        5.1860        4.6058         0.003       25.5357        4.4666     -0.003364 
          63.            0.       1.16669        5.1363        5.1860        4.6037         0.003       25.5539        4.4766     -0.003353 
          64.            0.       1.16720        5.1363        5.1860        4.6019         0.003       25.5639        4.4766     -0.003360 
          65.            0.       1.16769        5.1362        5.1860        4.6001         0.004       25.5718        4.4766     -0.003367 
          66.            0.       1.16819        5.1362        5.1860        4.5983         0.004       25.5789        4.4766     -0.003374 
          67.            0.       1.16868        5.1362        5.1860        4.5965         0.004       25.5859        4.4766     -0.003381 
          68.            0.       1.16917        5.1362        5.1860        4.5948         0.004       25.5927        4.4766     -0.003388 
          69.            0.       1.16966        5.1362        5.1860        4.5930         0.004       25.5995        4.4766     -0.003395 
          70.            0.       1.17020        5.1361        5.1860        4.5912         0.004       25.6150        4.4766     -0.003402 
          71.            0.       1.17065        5.1361        5.1860        4.5891         0.005       25.6336        4.4866     -0.003391 
          72.            0.       1.17116        5.1361        5.1860        4.5874         0.005       25.6441        4.4866     -0.003398 
          73.            0.       1.17166        5.1361        5.1860        4.5856         0.005       25.6524        4.4866     -0.003405 
          74.            0.       1.17215        5.1360        5.1860        4.5838         0.005       25.6600        4.4866     -0.003412 
          75.            0.       1.17264        5.1360        5.1860        4.5821         0.005       25.6673        4.4866     -0.003419 
          76.            0.       1.17314        5.1360        5.1860        4.5803         0.005       25.6745        4.4866     -0.003426 
          77.            0.       1.17363        5.1360        5.1860        4.5785         0.006       25.6819        4.4866     -0.003433 
          78.            0.       1.17412        5.1360        5.1860        4.5768         0.006       25.6891        4.4866     -0.003440 
          79.            0.       1.17466        5.1359        5.1860        4.5750         0.006       25.7050        4.4866     -0.003447 
          80.            0.       1.17512        5.1359        5.1860        4.5730         0.006       25.7241        4.4966     -0.003437 
          81.            0.       1.17563        5.1359        5.1860        4.5712         0.006       25.7349        4.4966     -0.003444 
          82.            0.       1.17613        5.1358        5.1860        4.5695         0.006       25.7437        4.4965     -0.003451 
          83.            0.       1.17662        5.1358        5.1860        4.5678         0.006       25.7517        4.4965     -0.003458 
          84.            0.       1.17712        5.1358        5.1860        4.5660         0.006       25.7594        4.4965     -0.003465 
          85.            0.       1.17761        5.1358        5.1860        4.5643         0.007       25.7671        4.4965     -0.003472 
          86.            0.       1.17810        5.1358        5.1860        4.5626         0.007       25.7748        4.4965     -0.003479 
          87.            0.       1.17860        5.1358        5.1860        4.5608         0.007       25.7825        4.4965     -0.003486 
          88.            0.       1.17909        5.1357        5.1860        4.5591         0.007       25.7903        4.4965     -0.003493 
          89.            0.       1.17959        5.1357        5.1860        4.5574         0.007       25.7980        4.4965     -0.003500 
          90.            0.       1.18013        5.1357        5.1860        4.5557         0.007       25.8143        4.4965     -0.003507 
          91.            0.       1.18058        5.1357        5.1860        4.5537         0.007       25.8338        4.5065     -0.003497 
          92.            0.       1.18110        5.1356        5.1860        4.5520         0.007       25.8451        4.5065     -0.003504 
          93.            0.       1.18160        5.1356        5.1860        4.5503         0.007       25.8543        4.5065     -0.003511 
          94.            0.       1.18209        5.1356        5.1860        4.5486         0.007       25.8628        4.5065     -0.003518 
          95.            0.       1.18255        5.1356        5.1860        4.5469         0.007       25.8644        4.5065     -0.003525 
          96.            0.       1.18310        5.1356        5.1860        4.5455         0.007       25.8633        4.4964     -0.003550 
          97.            0.       1.18358        5.1356        5.1860        4.5438         0.008       25.8687        4.4964     -0.003557 
          98.            0.       1.18407        5.1356        5.1860        4.5421         0.008       25.8759        4.4964     -0.003564 
          99.            0.       1.18456        5.1355        5.1860        4.5404         0.008       25.8837        4.4964     -0.003571 
         100.            0.       1.18505        5.1355        5.1860        4.5387         0.008       25.8916        4.4964     -0.003578 
         101.            0.       1.18555        5.1355        5.1860        4.5370         0.008       25.8994        4.4964     -0.003586 
         102.            0.       1.18630        5.1355        5.1860        4.5355         0.008       25.9583        4.4964     -0.003592 
         103.            0.       1.18666        5.1353        5.1860        4.5321         0.008       26.0460        4.5565     -0.003496 
         104.            0.       1.18709        5.1352        5.1860        4.5302         0.008       26.0581        4.5665     -0.003487 
         105.            0.       1.18779        5.1353        5.1860        4.5297         0.008       26.0396        4.5264     -0.003561 
         106.            0.       1.18825        5.1353        5.1860        4.5281         0.008       26.0404        4.5264     -0.003568 
         107.            0.       1.18872        5.1353        5.1860        4.5264         0.008       26.0457        4.5264     -0.003575 
         108.            0.       1.18944        5.1353        5.1860        4.5249         0.008       26.0964        4.5264     -0.003582 
         109.            0.       1.18962        5.1351        5.1860        4.5218         0.008       26.1296        4.5765     -0.003505 
         110.            0.       1.19020        5.1352        5.1860        4.5213         0.008       26.0894        4.5364     -0.003580 
         111.            0.       1.19076        5.1353        5.1860        4.5208         0.008       26.0414        4.4963     -0.003656 
         112.            0.       1.19128        5.1354        5.1860        4.5197         0.008       26.0179        4.4763     -0.003699 
         113.            0.       1.19172        5.1354        5.1860        4.5180         0.008       26.0166        4.4763     -0.003707 
         114.            0.       1.19224        5.1354        5.1860        4.5164         0.008       26.0304        4.4763     -0.003714 
         115.            0.       1.19270        5.1353        5.1860        4.5144         0.008       26.0499        4.4863     -0.003703 
         116.            0.       1.19321        5.1353        5.1860        4.5128         0.008       26.0616        4.4863     -0.003711 
         117.            0.       1.19376        5.1353        5.1860        4.5112         0.008       26.0800        4.4863     -0.003718 
         118.            0.       1.19422        5.1352        5.1860        4.5093         0.008       26.1011        4.4963     -0.003707 
         119.            0.       1.19478        5.1352        5.1860        4.5077         0.008       26.1223        4.4963     -0.003714 
         120.            0.       1.19513        5.1351        5.1860        4.5058         0.008       26.1225        4.5063     -0.003705 
         121.            0.       1.19567        5.1352        5.1860        4.5051         0.008       26.0869        4.4762     -0.003765 
         122.            0.       1.19613        5.1353        5.1860        4.5042         0.008       26.0342        4.4462     -0.003826 
         123.            0.       1.19667        5.1354        5.1860        4.5037         0.008       25.9749        4.4061     -0.003907 
         124.            0.       1.19740        5.1355        5.1860        4.5030         0.008       25.9690        4.3760     -0.003970 
         125.            0.       1.19805        5.1354        5.1860        4.5003         0.008       26.0831        4.4161     -0.003903 
         126.            0.       1.19873        5.1351        5.1860        4.4966         0.008       26.2740        4.4962     -0.003765 
         127.            0.       1.19932        5.1348        5.1860        4.4930         0.008       26.4334        4.5764     -0.003635 
         128.            0.       1.19966        5.1347        5.1860        4.4909         0.008       26.4463        4.5964     -0.003609 
         129.            0.       1.20044        5.1350        5.1860        4.4917         0.008       26.3828        4.5162     -0.003751 
         130.            0.       1.20098        5.1350        5.1860        4.4908         0.008       26.3688        4.4962     -0.003793 
         131.            0.       1.20135        5.1349        5.1860        4.4886         0.008       26.3897        4.5162     -0.003766 
         132.            0.       1.20180        5.1349        5.1860        4.4871         0.008       26.3938        4.5162     -0.003773 
         133.            0.       1.20241        5.1349        5.1860        4.4860         0.008       26.4097        4.5062     -0.003797 
         134.            0.       1.20283        5.1348        5.1860        4.4839         0.008       26.4405        4.5262     -0.003770 
         135.            0.       1.20327        5.1348        5.1860        4.4824         0.007       26.4411        4.5262     -0.003778 
         136.            0.       1.20364        5.1349        5.1860        4.4814         0.007       26.3969        4.5062     -0.003820 
         137.            0.       1.20413        5.1350        5.1860        4.4814         0.007       26.3223        4.4561     -0.003916 
         138.            0.       1.20466        5.1352        5.1860        4.4810         0.007       26.2669        4.4160     -0.003997 
         139.            0.       1.20538        5.1352        5.1860        4.4799         0.007       26.3013        4.4060     -0.004022 
         140.            0.       1.20580        5.1349        5.1860        4.4767         0.007       26.4071        4.4661     -0.003920 
         141.            0.       1.20589        5.1348        5.1860        4.4742         0.007       26.3946        4.4961     -0.003876 
         142.            0.       1.20679        5.1352        5.1860        4.4757         0.007       26.3027        4.3959     -0.004063 
         143.            0.       1.20715        5.1352        5.1860        4.4747         0.007       26.2500        4.3759     -0.004109 
         144.            0.       1.20714        5.1353        5.1860        4.4735         0.006       26.1287        4.3558     -0.004157 
         145.            0.       1.20775        5.1357        5.1860        4.4759         0.006       25.8823        4.2256     -0.004425 
         146.            0.       1.20890        5.1362        5.1860        4.4790         0.005       25.6383        4.0752     -0.004758 
         147.            0.       1.20921        5.1364        5.1860        4.4792         0.005       25.4085        4.0051     -0.004932 
         148.            0.       1.20996        5.1369        5.1860        4.4816         0.004       25.0140        3.8647     -0.005294 
         149.            0.       1.21302        5.1379        5.1860        4.4891         0.003       24.4228        3.5839     -0.006103 
         150.            0.       1.21881        5.1391        5.1860        4.4956         0.002       23.7565        3.2628     -0.007235 
         151.            0.       1.22528        5.1400        5.1860        4.4917         0.003       23.1742        3.0217     -0.008272 
         152.            0.       1.23089        5.1406        5.1860        4.4752         0.003       22.7462        2.8710     -0.008998 
         153.            0.       1.23478        5.1409        5.1860        4.4495         0.005       22.4358        2.7906     -0.009372 
         154.            0.       1.23852        5.1414        5.1860        4.4202         0.006       22.1155        2.7103     -0.009736 
         155.            0.       1.24267        5.1420        5.1860        4.3903         0.002       21.7534        2.5897     -0.010298 
         156.            0.       1.24490        5.1428        5.1860        4.3575       359.989       21.3787        2.4692     -0.010773 
         157.            0.       1.24395        5.1438        5.1860        4.3218       359.965       20.9886        2.3590     -0.011029 
         158.            0.       1.24042        5.1450        5.1860        4.2845       359.924       20.4747        2.2287     -0.011268 
         159.            0.       1.23690        5.1467        5.1860        4.2408       359.895       20.0008        2.0382     -0.011809 
         160.            0.       1.22270        5.1477        5.1860        4.1783       359.886       19.8782        2.0498     -0.010160 
         161.            0.       1.20787        5.1485        5.1860        4.1257       359.884       19.8513        2.0916     -0.008398 
         162.            0.       1.19562        5.1493        5.1860        4.0897       359.885       19.7220        2.0726     -0.007359 
         163.            0.       1.18381        5.1504        5.1860        4.0641       359.888       19.4956        2.0033     -0.006739 
         164.            0.       1.16979        5.1515        5.1860        4.0406       359.891       19.2626        1.9340     -0.005956 
         165.            0.       1.15281        5.1526        5.1860        4.0168       359.895       18.9803        1.8852     -0.004822 
         166.            0.       1.13679        5.1540        5.1860        4.0020       359.929       18.5691        1.7657     -0.004281 
         167.            0.       1.11788        5.1545        5.1860        3.9808         0.031       17.9353        1.6666     -0.003356 
         168.            0.       1.10412        5.1529        5.1860        3.9607         0.336       17.0658        1.4260     -0.004033 
         169.            0.       1.06997        5.1527        5.1860        3.9066         0.675       16.2017        1.3088     -0.001161 
         170.            0.       1.02146        5.1528        5.1860        3.8552         0.777       14.7554        1.0624      0.002397 
         171.            0.       0.91816        5.1567        5.1860        3.8416         0.567       13.3150        0.6442      0.014202 
         172.            0.       0.63959        5.1770        5.1860        3.9397       358.518       13.4198        0.4349      0.074912 
         173.            0.       0.25167        6.6691        6.4550        4.6681       359.805       17.5906        0.1671      0.167092 
