%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
          38.            0.       0.80192        8.6307        8.9638        7.7363         0.016       29.9916        6.8798     -0.000214 
          39.            0.       0.80218        8.6307        8.9638        7.7326         0.016       29.9605        6.8698     -0.000219 
          40.            0.       0.80241        8.6307        8.9638        7.7286         0.016       29.9208        6.8598     -0.000224 
          41.            0.       0.80277        8.6308        8.9638        7.7248         0.016       29.8780        6.8398     -0.000232 
          42.            0.       0.80261        8.6308        8.9638        7.7197         0.016       29.7472        6.8298     -0.000237 
          43.            0.       0.80336        8.6313        8.9638        7.7177         0.017       29.4727        6.7097     -0.000287 
          44.            0.       0.80422        8.6319        8.9638        7.7162         0.017       29.1322        6.5697     -0.000349 
          45.            0.       0.80515        8.6326        8.9638        7.7145         0.016       28.7697        6.4296     -0.000415 
          46.            0.       0.80623        8.6332        8.9638        7.7128         0.016       28.4119        6.2895     -0.000485 
          47.            0.       0.80749        8.6338        8.9638        7.7109         0.016       28.0937        6.1494     -0.000558 
          48.            0.       0.80873        8.6344        8.9638        7.7083         0.016       27.7789        6.0194     -0.000629 
          49.            0.       0.81026        8.6350        8.9638        7.7059         0.016       27.4535        5.8793     -0.000711 
          50.            0.       0.81193        8.6357        8.9638        7.7032         0.016       27.1211        5.7392     -0.000798 
          51.            0.       0.81379        8.6363        8.9638        7.6996         0.016       26.7842        5.5991     -0.000892 
          52.            0.       0.81585        8.6370        8.9638        7.6954         0.016       26.4427        5.4590     -0.000992 
          53.            0.       0.81813        8.6376        8.9638        7.6906         0.016       26.1047        5.3189     -0.001099 
          54.            0.       0.82041        8.6383        8.9638        7.6845         0.016       25.7666        5.1888     -0.001206 
          55.            0.       0.82310        8.6390        8.9638        7.6780         0.016       25.4177        5.0487     -0.001330 
          56.            0.       0.82602        8.6397        8.9638        7.6707         0.016       25.0646        4.9085     -0.001462 
          57.            0.       0.82921        8.6404        8.9638        7.6621         0.016       24.7273        4.7684     -0.001604 
          58.            0.       0.83269        8.6412        8.9638        7.6518         0.016       24.4069        4.6282     -0.001755 
          59.            0.       0.83652        8.6419        8.9638        7.6396         0.016       24.0955        4.4881     -0.001918 
          60.            0.       0.84042        8.6427        8.9638        7.6243         0.017       23.7876        4.3579     -0.002083 
          61.            0.       0.84503        8.6436        8.9638        7.6060         0.017       23.4756        4.2177     -0.002275 
          62.            0.       0.85007        8.6445        8.9638        7.5843         0.018       23.1617        4.0775     -0.002485 
          63.            0.       0.85563        8.6454        8.9638        7.5584         0.020       22.8493        3.9373     -0.002715 
          64.            0.       0.86175        8.6465        8.9638        7.5280         0.024       22.5422        3.7970     -0.002967 
          65.            0.       0.86839        8.6477        8.9638        7.4940         0.032       22.2456        3.6568     -0.003245 
          66.            0.       0.87526        8.6489        8.9638        7.4613         0.055       21.9773        3.5164     -0.003550 
          67.            0.       0.88231        8.6503        8.9638        7.4269         0.078       21.8033        3.3861     -0.003862 
          68.            0.       0.88686        8.6515        8.9638        7.3869         0.089       21.7815        3.3260     -0.004023 
          69.            0.       0.88926        8.6524        8.9638        7.3465         0.099       21.8672        3.3159     -0.004060 
          70.            0.       0.89167        8.6532        8.9638        7.3065         0.098       21.9578        3.3059     -0.004098 
          71.            0.       0.89569        8.6543        8.9638        7.2703         0.094       21.9881        3.2558     -0.004242 
          72.            0.       0.90089        8.6556        8.9638        7.2383         0.087       21.9510        3.1755     -0.004473 
          73.            0.       0.90590        8.6570        8.9638        7.2091         0.089       21.8304        3.0953     -0.004719 
          74.            0.       0.91103        8.6586        8.9638        7.1781         0.096       21.6832        3.0150     -0.004981 
          75.            0.       0.91675        8.6604        8.9638        7.1469         0.093       21.5154        2.9247     -0.005294 
          76.            0.       0.92258        8.6624        8.9638        7.1123         0.090       21.2957        2.8344     -0.005633 
          77.            0.       0.93133        8.6650        8.9638        7.0770         0.084       20.9306        2.6938     -0.006209 
          78.            0.       0.94493        8.6685        8.9638        7.0363         0.088       20.5434        2.4928     -0.007160 
          79.            0.       0.95115        8.6718        8.9638        6.9725         0.097       20.3128        2.4225     -0.007542 
          80.            0.       0.95488        8.6753        8.9638        6.9060         0.100       19.5697        2.3621     -0.007892 
          81.            0.       1.00009        8.6864        8.9638        6.8824         0.037       17.2610        1.6971     -0.012898 
          82.            0.       1.04159        8.7136        8.9638        6.7436       359.896       13.7271        0.9074     -0.022559 
          83.            0.       0.52120        8.8999        8.9638        7.2010       356.029       16.3258        0.3443      0.084284 
          84.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
          85.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
          86.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
          87.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
          88.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
          89.            0.      -9.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000      -99.0000     -9.000000 
