%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
         114.            0.       3.32987       13.6506       13.8874       11.4046         0.020       25.5402        9.5887     -0.011289 
         115.            0.       3.34006       13.6516       13.8874       11.3943         0.019       25.1752        9.3276     -0.012404 
         116.            0.       3.35102       13.6526       13.8874       11.3817         0.019       24.7992        9.0664     -0.013603 
         117.            0.       3.36339       13.6537       13.8874       11.3670         0.018       24.4293        8.7951     -0.014931 
         118.            0.       3.37611       13.6549       13.8874       11.3490         0.017       24.0738        8.5337     -0.016297 
         119.            0.       3.38965       13.6563       13.8874       11.3280         0.016       23.7147        8.2722     -0.017765 
         120.            0.       3.40393       13.6577       13.8874       11.3040         0.015       23.3438        8.0107     -0.019344 
         121.            0.       3.41966       13.6592       13.8874       11.2772         0.014       22.9625        7.7389     -0.021110 
         122.            0.       3.43545       13.6608       13.8874       11.2464         0.013       22.5793        7.4771     -0.022936 
         123.            0.       3.44463       13.6626       13.8874       11.2140         0.011       21.6609        7.2151     -0.024941 
         124.            0.       3.53840       13.6673       13.8874       11.2363       359.981       19.7614        5.8515     -0.038476 
         125.            0.       3.70893       13.6763       13.8874       11.2062       359.861       18.1656        4.1427     -0.067256 
         126.            0.       3.65371       13.6828       13.8874       11.0253       359.813       17.5855        4.1607     -0.059284 
         127.            0.       3.61223       13.6883       13.8874       10.8608       359.796       17.3475        4.1369     -0.053058 
         128.            0.       3.56950       13.6923       13.8874       10.6974       359.789       17.2731        4.1540     -0.045953 
         129.            0.       3.52605       13.6948       13.8874       10.5651       359.777       17.2497        4.1710     -0.038986 
         130.            0.       3.48188       13.6963       13.8874       10.4724       359.752       17.2381        4.1675     -0.032490 
         131.            0.       3.44052       13.6968       13.8874       10.3817       359.736       17.2141        4.1737     -0.026346 
         132.            0.       3.40470       13.6967       13.8874       10.3005       359.724       17.2521        4.1589     -0.021065 
         133.            0.       3.35726       13.6960       13.8874       10.2218       359.717       17.3424        4.2462     -0.013810 
         134.            0.       3.32103       13.6950       13.8874       10.1615       359.708       17.3343        4.2612     -0.008803 
         135.            0.       3.29471       13.6939       13.8874       10.1130       359.703       17.2769        4.2044     -0.005581 
         136.            0.       3.26629       13.6925       13.8874       10.0318       359.719       17.2672        4.1988     -0.001232 
         137.            0.       3.22735       13.6912       13.8874        9.9883       359.747       17.2781        4.2140      0.003973 
         138.            0.       3.19786       13.6898       13.8874        9.9253       359.748       17.2890        4.2182      0.008157 
         139.            0.       3.16388       13.6885       13.8874        9.8823       359.776       17.3356        4.2427      0.012671 
         140.            0.       3.13002       13.6872       13.8874        9.8450       359.812       17.4051        4.2771      0.017097 
         141.            0.       3.09747       13.6860       13.8874        9.8100       359.844       17.5169        4.3214      0.021355 
         142.            0.       3.06352       13.6849       13.8874        9.7755       359.871       17.6005        4.3958      0.025761 
         143.            0.       3.04489       13.6839       13.8874        9.7239       359.902       17.4732        4.3881      0.028089 
         144.            0.       3.04731       13.6834       13.8874        9.6983       359.936       17.1350        4.1666      0.026619 
         145.            0.       3.05188       13.6830       13.8874        9.6559       359.991       16.7436        3.9248      0.024790 
         146.            0.       3.04275       13.6826       13.8874        9.5972         0.043       16.4478        3.7653      0.025261 
         147.            0.       3.01626       13.6823       13.8874        9.5281         0.087       16.2106        3.7087      0.028694 
         148.            0.       2.99974       13.6823       13.8874        9.4516         0.165       15.9008        3.5805      0.030487 
         149.            0.       2.98497       13.6831       13.8874        9.4010         0.275       15.5204        3.3811      0.031130 
         150.            0.       2.96869       13.6854       13.8874        9.3358         0.374       15.1165        3.1821      0.032145 
         151.            0.       2.93519       13.6873       13.8874        9.2778         0.402       14.7451        2.9858      0.035840 
         152.            0.       2.88274       13.6894       13.8874        9.2244         0.384       14.3969        2.8229      0.042947 
         153.            0.       2.82576       13.6920       13.8874        9.1633         0.369       14.1459        2.6613      0.051282 
         154.            0.       2.74126       13.6946       13.8874        9.0774         0.367       14.0137        2.6461      0.066052 
         155.            0.       2.66592       13.6973       13.8874        8.9944         0.409       13.9006        2.6087      0.078714 
         156.            0.       2.59021       13.6998       13.8874        8.9313         0.466       13.8130        2.5711      0.091058 
         157.            0.       2.51237       13.7021       13.8874        8.8879         0.499       13.6667        2.5434      0.103361 
         158.            0.       2.45053       13.7045       13.8874        8.8757         0.517       13.3681        2.4017      0.111726 
         159.            0.       2.39664       13.7073       13.8874        8.8751         0.512       12.9425        2.1984      0.118418 
         160.            0.       2.34861       13.7105       13.8874        8.8594         0.522       12.4660        1.9745      0.124542 
         161.            0.       2.29243       13.7142       13.8874        8.8205         0.545       12.0234        1.7936      0.133632 
         162.            0.       2.22390       13.7182       13.8874        8.7734         0.561       11.5348        1.6566      0.146601 
         163.            0.       2.04945       13.7131       13.8874        9.0387         0.065       11.1513        1.3924      0.182421 
         164.            0.       1.48728       13.7777       13.8874       10.0862       357.211       11.7038        0.9989      0.318873 
         165.            0.       0.77146       17.4213       17.2856       12.6530       359.379       15.2286        0.4959      0.505884 
