%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
         161.            0.       3.72174       13.6851       13.8874        9.1762         0.274       27.4754        7.3250      0.054967 
         162.            0.       3.71749       13.6851       13.8874        9.1696         0.292       27.4336        7.3052      0.055183 
         163.            0.       3.71318       13.6852       13.8874        9.1630         0.310       27.3922        7.2854      0.055403 
         164.            0.       3.70872       13.6853       13.8874        9.1563         0.328       27.3454        7.2656      0.055628 
         165.            0.       3.70471       13.6854       13.8874        9.1507         0.347       27.2963        7.2358      0.055781 
         166.            0.       3.70016       13.6855       13.8874        9.1439         0.366       27.2528        7.2160      0.056017 
         167.            0.       3.69559       13.6857       13.8874        9.1370         0.385       27.2110        7.1963      0.056258 
         168.            0.       3.69098       13.6858       13.8874        9.1301         0.405       27.1698        7.1765      0.056503 
         169.            0.       3.68632       13.6859       13.8874        9.1232         0.424       27.1289        7.1568      0.056751 
         170.            0.       3.68151       13.6860       13.8874        9.1162         0.445       27.0825        7.1370      0.057004 
         171.            0.       3.67714       13.6861       13.8874        9.1104         0.465       27.0334        7.1072      0.057184 
         172.            0.       3.67221       13.6862       13.8874        9.1033         0.485       26.9895        7.0875      0.057450 
         173.            0.       3.66725       13.6863       13.8874        9.0963         0.506       26.9470        7.0677      0.057719 
         174.            0.       3.66226       13.6864       13.8874        9.0893         0.527       26.9053        7.0480      0.057993 
         175.            0.       3.65719       13.6866       13.8874        9.0823         0.548       26.8633        7.0283      0.058271 
         176.            0.       3.65198       13.6867       13.8874        9.0752         0.569       26.8158        7.0086      0.058553 
         177.            0.       3.64721       13.6868       13.8874        9.0692         0.590       26.7656        6.9788      0.058760 
         178.            0.       3.64188       13.6869       13.8874        9.0621         0.611       26.7207        6.9591      0.059054 
         179.            0.       3.63652       13.6871       13.8874        9.0550         0.633       26.6773        6.9394      0.059353 
         180.            0.       3.63111       13.6872       13.8874        9.0479         0.654       26.6343        6.9197      0.059656 
         181.            0.       3.62564       13.6873       13.8874        9.0408         0.676       26.5913        6.9000      0.059964 
         182.            0.       3.62012       13.6874       13.8874        9.0337         0.697       26.5484        6.8803      0.060275 
         183.            0.       3.61446       13.6876       13.8874        9.0265         0.719       26.5000        6.8606      0.060590 
         184.            0.       3.60925       13.6877       13.8874        9.0205         0.740       26.4487        6.8308      0.060828 
         185.            0.       3.60347       13.6878       13.8874        9.0133         0.762       26.4030        6.8112      0.061156 
         186.            0.       3.59766       13.6880       13.8874        9.0061         0.783       26.3588        6.7915      0.061488 
         187.            0.       3.59172       13.6881       13.8874        8.9988         0.805       26.3095        6.7718      0.061824 
         188.            0.       3.58625       13.6883       13.8874        8.9927         0.826       26.2578        6.7421      0.062082 
         189.            0.       3.58020       13.6884       13.8874        8.9853         0.848       26.2116        6.7224      0.062430 
         190.            0.       3.57404       13.6885       13.8874        8.9779         0.870       26.1616        6.7028      0.062783 
         191.            0.       3.56835       13.6887       13.8874        8.9717         0.891       26.1094        6.6731      0.063057 
         192.            0.       3.56207       13.6888       13.8874        8.9643         0.912       26.0630        6.6534      0.063424 
         193.            0.       3.55568       13.6890       13.8874        8.9567         0.933       26.0128        6.6338      0.063795 
         194.            0.       3.54978       13.6891       13.8874        8.9504         0.954       25.9604        6.6041      0.064086 
         195.            0.       3.54329       13.6892       13.8874        8.9429         0.975       25.9139        6.5845      0.064470 
         196.            0.       3.53670       13.6894       13.8874        8.9352         0.997       25.8635        6.5649      0.064858 
         197.            0.       3.53058       13.6895       13.8874        8.9289         1.018       25.8110        6.5352      0.065165 
         198.            0.       3.52389       13.6897       13.8874        8.9212         1.039       25.7644        6.5156      0.065566 
         199.            0.       3.51710       13.6898       13.8874        8.9134         1.060       25.7140        6.4960      0.065970 
         200.            0.       3.51079       13.6899       13.8874        8.9069         1.081       25.6615        6.4663      0.066293 
         201.            0.       3.50391       13.6901       13.8874        8.8990         1.103       25.6150        6.4467      0.066711 
         202.            0.       3.49692       13.6902       13.8874        8.8911         1.124       25.5646        6.4271      0.067132 
         203.            0.       3.49046       13.6903       13.8874        8.8844         1.145       25.5119        6.3975      0.067468 
         204.            0.       3.48343       13.6905       13.8874        8.8764         1.167       25.4652        6.3779      0.067899 
         205.            0.       3.47638       13.6906       13.8874        8.8683         1.188       25.4203        6.3583      0.068334 
         206.            0.       3.46923       13.6907       13.8874        8.8601         1.210       25.3704        6.3388      0.068771 
         207.            0.       3.46266       13.6909       13.8874        8.8531         1.231       25.3177        6.3091      0.069118 
         208.            0.       3.45544       13.6910       13.8874        8.8448         1.253       25.2712        6.2896      0.069567 
         209.            0.       3.44821       13.6911       13.8874        8.8364         1.275       25.2266        6.2700      0.070020 
         210.            0.       3.44085       13.6913       13.8874        8.8281         1.297       25.1772        6.2505      0.070475 
         211.            0.       3.43405       13.6914       13.8874        8.8209         1.318       25.1250        6.2208      0.070841 
         212.            0.       3.42665       13.6915       13.8874        8.8123         1.340       25.0787        6.2013      0.071309 
         213.            0.       3.41921       13.6916       13.8874        8.8033         1.362       25.0284        6.1818      0.071778 
         214.            0.       3.41243       13.6918       13.8874        8.7956         1.384       24.9813        6.1522      0.072156 
         215.            0.       3.40444       13.6919       13.8874        8.7852         1.407       24.9441        6.1427      0.072732 
         216.            0.       3.39710       13.6920       13.8874        8.7762         1.430       24.9088        6.1232      0.073214 
         217.            0.       3.38918       13.6921       13.8874        8.7657         1.453       24.8760        6.1138      0.073791 
         218.            0.       3.38185       13.6922       13.8874        8.7566         1.476       24.8370        6.0943      0.074268 
         219.            0.       3.37458       13.6924       13.8874        8.7473         1.499       24.8022        6.0747      0.074748 
         220.            0.       3.36679       13.6925       13.8874        8.7363         1.524       24.7701        6.0653      0.075321 
         221.            0.       3.35964       13.6926       13.8874        8.7268         1.549       24.7379        6.0458      0.075798 
         222.            0.       3.35187       13.6927       13.8874        8.7159         1.574       24.7077        6.0364      0.076370 
         223.            0.       3.34466       13.6928       13.8874        8.7064         1.599       24.6715        6.0168      0.076845 
         224.            0.       3.33747       13.6929       13.8874        8.6969         1.625       24.6401        5.9973      0.077324 
         225.            0.       3.32965       13.6930       13.8874        8.6860         1.653       24.6117        5.9879      0.077901 
         226.            0.       3.32223       13.6931       13.8874        8.6770         1.682       24.5783        5.9684      0.078390 
         227.            0.       3.31477       13.6932       13.8874        8.6682         1.713       24.5496        5.9489      0.078885 
         228.            0.       3.30682       13.6933       13.8874        8.6577         1.746       24.5239        5.9395      0.079474 
         229.            0.       3.29940       13.6934       13.8874        8.6488         1.781       24.4983        5.9200      0.079971 
         230.            0.       3.29135       13.6935       13.8874        8.6386         1.817       24.4747        5.9106      0.080565 
         231.            0.       3.28379       13.6936       13.8874        8.6300         1.854       24.4449        5.8911      0.081064 
         232.            0.       3.27629       13.6937       13.8874        8.6213         1.891       24.4194        5.8716      0.081564 
         233.            0.       3.26824       13.6938       13.8874        8.6110         1.929       24.3968        5.8622      0.082159 
         234.            0.       3.26070       13.6939       13.8874        8.6023         1.967       24.3688        5.8427      0.082660 
         235.            0.       3.25321       13.6940       13.8874        8.5936         2.006       24.3448        5.8232      0.083161 
         236.            0.       3.24519       13.6941       13.8874        8.5832         2.046       24.3241        5.8138      0.083757 
         237.            0.       3.23776       13.6942       13.8874        8.5744         2.087       24.3038        5.7943      0.084259 
         238.            0.       3.22980       13.6943       13.8874        8.5639         2.128       24.2856        5.7849      0.084853 
         239.            0.       3.22238       13.6944       13.8874        8.5552         2.171       24.2673        5.7654      0.085354 
         240.            0.       3.21440       13.6945       13.8874        8.5449         2.214       24.2509        5.7559      0.085948 
         241.            0.       3.20697       13.6946       13.8874        8.5363         2.257       24.2340        5.7365      0.086450 
         242.            0.       3.19898       13.6947       13.8874        8.5261         2.302       24.2190        5.7270      0.087047 
         243.            0.       3.19157       13.6948       13.8874        8.5175         2.347       24.2038        5.7075      0.087549 
         244.            0.       3.18364       13.6949       13.8874        8.5072         2.393       24.1901        5.6981      0.088142 
         245.            0.       3.17625       13.6950       13.8874        8.4986         2.440       24.1757        5.6786      0.088643 
         246.            0.       3.16843       13.6951       13.8874        8.4883         2.487       24.1681        5.6692      0.089236 
         247.            0.       3.16059       13.6952       13.8874        8.4781         2.534       24.1571        5.6598      0.089823 
         248.            0.       3.15325       13.6953       13.8874        8.4696         2.580       24.1440        5.6403      0.090319 
         249.            0.       3.14538       13.6954       13.8874        8.4595         2.626       24.1312        5.6309      0.090906 
         250.            0.       3.13801       13.6955       13.8874        8.4512         2.672       24.1173        5.6114      0.091401 
         251.            0.       3.13007       13.6956       13.8874        8.4416         2.714       24.1077        5.6020      0.091992 
         252.            0.       3.12211       13.6957       13.8874        8.4321         2.756       24.0944        5.5926      0.092578 
         253.            0.       3.11478       13.6958       13.8874        8.4239         2.798       24.0786        5.5731      0.093069 
         254.            0.       3.10699       13.6959       13.8874        8.4138         2.841       24.0634        5.5636      0.093649 
         255.            0.       3.09958       13.6960       13.8874        8.4057         2.880       24.0449        5.5441      0.094142 
         256.            0.       3.09180       13.6961       13.8874        8.3956         2.920       24.0330        5.5347      0.094725 
         257.            0.       3.08402       13.6962       13.8874        8.3855         2.958       24.0176        5.5253      0.095302 
         258.            0.       3.07673       13.6963       13.8874        8.3773         2.996       23.9993        5.5058      0.095789 
         259.            0.       3.06894       13.6964       13.8874        8.3672         3.033       23.9822        5.4964      0.096366 
         260.            0.       3.06162       13.6965       13.8874        8.3590         3.069       23.9633        5.4769      0.096853 
         261.            0.       3.05388       13.6966       13.8874        8.3491         3.106       23.9514        5.4674      0.097432 
         262.            0.       3.04612       13.6967       13.8874        8.3392         3.142       23.9353        5.4580      0.098006 
         263.            0.       3.03875       13.6968       13.8874        8.3314         3.175       23.9158        5.4385      0.098492 
         264.            0.       3.03086       13.6969       13.8874        8.3219         3.207       23.8969        5.4291      0.099069 
         265.            0.       3.02332       13.6970       13.8874        8.3146         3.235       23.8753        5.4096      0.099562 
         266.            0.       3.01539       13.6971       13.8874        8.3054         3.265       23.8608        5.4001      0.100145 
         267.            0.       3.00743       13.6972       13.8874        8.2963         3.293       23.8421        5.3907      0.100723 
         268.            0.       2.99990       13.6973       13.8874        8.2892         3.318       23.8201        5.3712      0.101213 
         269.            0.       2.99193       13.6974       13.8874        8.2801         3.344       23.7991        5.3618      0.101790 
         270.            0.       2.98435       13.6975       13.8874        8.2732         3.368       23.7760        5.3423      0.102282 
         271.            0.       2.97640       13.6976       13.8874        8.2643         3.394       23.7600        5.3329      0.102861 
         272.            0.       2.96824       13.6977       13.8874        8.2557         3.416       23.7279        5.3234      0.103437 
         273.            0.       2.96094       13.6979       13.8874        8.2534         3.426       23.6663        5.2838      0.103755 
         274.            0.       2.95328       13.6980       13.8874        8.2511         3.434       23.5947        5.2441      0.104090 
         275.            0.       2.94538       13.6981       13.8874        8.2488         3.442       23.5181        5.2044      0.104440 
         276.            0.       2.93711       13.6983       13.8874        8.2466         3.446       23.4324        5.1648      0.104811 
         277.            0.       2.92896       13.6984       13.8874        8.2463         3.448       23.3399        5.1151      0.105113 
         278.            0.       2.92010       13.6986       13.8874        8.2439         3.453       23.2528        5.0755      0.105534 
         279.            0.       2.91100       13.6987       13.8874        8.2414         3.458       23.1660        5.0360      0.105977 
         280.            0.       2.90162       13.6989       13.8874        8.2389         3.462       23.0785        4.9964      0.106445 
         281.            0.       2.89198       13.6990       13.8874        8.2362         3.467       22.9900        4.9569      0.106936 
         282.            0.       2.88207       13.6992       13.8874        8.2335         3.471       22.9002        4.9175      0.107451 
         283.            0.       2.87185       13.6994       13.8874        8.2307         3.474       22.8096        4.8780      0.107992 
         284.            0.       2.86132       13.6995       13.8874        8.2281         3.476       22.7184        4.8386      0.108560 
         285.            0.       2.85057       13.6997       13.8874        8.2253         3.478       22.6255        4.7991      0.109148 
         286.            0.       2.83952       13.6999       13.8874        8.2224         3.479       22.5250        4.7598      0.109757 
         287.            0.       2.82873       13.7001       13.8874        8.2215         3.477       22.4184        4.7103      0.110283 
         288.            0.       2.81704       13.7003       13.8874        8.2183         3.478       22.3191        4.6710      0.110957 
         289.            0.       2.80517       13.7005       13.8874        8.2151         3.480       22.2269        4.6317      0.111659 
         290.            0.       2.79266       13.7007       13.8874        8.2095         3.486       22.1528        4.6025      0.112499 
