%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
          33.            0.       2.18256       12.7809       12.4477        9.0829       359.622       27.4150        3.6512      0.031198 
          34.            0.       2.17186       12.7798       12.4477        9.0497       359.586       27.3455        3.6422      0.032198 
          35.            0.       2.16130       12.7790       12.4477        9.0176       359.549       27.2747        3.6332      0.033172 
          36.            0.       2.15077       12.7783       12.4477        8.9871       359.514       27.2032        3.6241      0.034128 
          37.            0.       2.14026       12.7777       12.4477        8.9583       359.480       27.1314        3.6151      0.035067 
          38.            0.       2.12973       12.7773       12.4477        8.9313       359.447       27.0580        3.6060      0.035990 
          39.            0.       2.11938       12.7770       12.4477        8.9057       359.415       26.9983        3.5969      0.036897 
          40.            0.       2.10946       12.7767       12.4477        8.8736       359.410       26.9431        3.5978      0.037845 
          41.            0.       2.10084       12.7765       12.4477        8.8421       359.418       26.8737        3.5886      0.038633 
          42.            0.       2.09234       12.7763       12.4477        8.8111       359.430       26.7992        3.5794      0.039401 
          43.            0.       2.08383       12.7762       12.4477        8.7815       359.444       26.7245        3.5702      0.040158 
          44.            0.       2.07585       12.7762       12.4477        8.7486       359.464       26.6517        3.5609      0.040904 
          45.            0.       2.06799       12.7762       12.4477        8.7157       359.488       26.5813        3.5516      0.041641 
          46.            0.       2.06033       12.7762       12.4477        8.6828       359.518       26.5119        3.5424      0.042362 
          47.            0.       2.05265       12.7762       12.4477        8.6511       359.551       26.4428        3.5331      0.043073 
          48.            0.       2.04499       12.7763       12.4477        8.6202       359.587       26.3741        3.5238      0.043776 
          49.            0.       2.03737       12.7764       12.4477        8.5902       359.627       26.3053        3.5145      0.044468 
          50.            0.       2.02958       12.7765       12.4477        8.5622       359.666       26.2387        3.5052      0.045159 
          51.            0.       2.02168       12.7766       12.4477        8.5358       359.705       26.1739        3.4958      0.045848 
          52.            0.       2.01377       12.7767       12.4477        8.5112       359.741       26.1228        3.4865      0.046535 
          53.            0.       2.00493       12.7767       12.4477        8.4856       359.778       26.0520        3.4873      0.047318 
          54.            0.       1.99790       12.7769       12.4477        8.4667       359.819       25.9210        3.4578      0.047767 
          55.            0.       1.99179       12.7771       12.4477        8.4482       359.870       25.7943        3.4181      0.048114 
          56.            0.       1.98364       12.7771       12.4477        8.4243       359.919       25.7360        3.4088      0.048815 
          57.            0.       1.97463       12.7771       12.4477        8.3957       359.973       25.7211        3.4197      0.049709 
          58.            0.       1.96662       12.7771       12.4477        8.3703         0.028       25.7019        3.4205      0.050463 
          59.            0.       1.95806       12.7771       12.4477        8.3456         0.083       25.6000        3.4212      0.051189 
          60.            0.       1.95400       12.7773       12.4477        8.3332         0.147       25.4552        3.3612      0.051249 
          61.            0.       1.94576       12.7772       12.4477        8.3115         0.205       25.3669        3.3519      0.051917 
          62.            0.       1.93767       12.7772       12.4477        8.2908         0.263       25.3095        3.3426      0.052589 
          63.            0.       1.92917       12.7771       12.4477        8.2690         0.318       25.2955        3.3434      0.053364 
          64.            0.       1.92008       12.7769       12.4477        8.2461         0.372       25.2792        3.3542      0.054221 
          65.            0.       1.91259       12.7768       12.4477        8.2276         0.428       25.2336        3.3448      0.054833 
          66.            0.       1.90411       12.7767       12.4477        8.2086         0.481       25.0520        3.3354      0.055429 
          67.            0.       1.90237       12.7769       12.4477        8.2092         0.547       24.6986        3.2249      0.054897 
          68.            0.       1.89748       12.7769       12.4477        8.2069         0.612       24.1939        3.1245      0.054545 
          69.            0.       1.89725       12.7771       12.4477        8.2204         0.691       23.5289        2.9432      0.053214 
          70.            0.       1.89318       12.7770       12.4477        8.2303         0.781       22.8321        2.7722      0.052178 
          71.            0.       1.88670       12.7766       12.4477        8.2380         0.886       22.0244        2.5912      0.051170 
          72.            0.       1.88033       12.7759       12.4477        8.2475         1.023       21.1575        2.3698      0.049768 
          73.            0.       1.86206       12.7745       12.4477        8.2377         1.168       20.3645        2.2002      0.050232 
          74.            0.       1.83358       12.7729       12.4477        8.2169         1.321       19.6593        2.0625      0.052471 
          75.            0.       1.79975       12.7712       12.4477        8.1900         1.492       18.9631        1.9257      0.055653 
          76.            0.       1.75726       12.7697       12.4477        8.1827         1.571       18.1782        1.7701      0.060063 
          77.            0.       1.70692       12.7695       12.4477        8.1979         1.516       17.2337        1.5958      0.065775 
          78.            0.       1.66485       12.7703       12.4477        8.2182         1.429       16.1666        1.3702      0.070180 
          79.            0.       1.61533       12.7720       12.4477        8.2035         1.349       15.1680        1.1877      0.077682 
          80.            0.       1.50447       12.7822       12.4477        8.4256         1.098       14.4615        1.0204      0.100380 
          81.            0.       1.28161       12.9564       12.4477        8.9049       359.724       13.9675        0.8631      0.153150 
          82.            0.       1.02798       13.1427       13.8874        9.4934       357.930       13.3858        0.6859      0.215937 
          83.            0.       0.85824       13.3518       13.8874        9.8036       357.014       12.5588        0.5692      0.259206 
          84.            0.       0.75452       13.6421       13.8874        9.6524       356.368       11.6195        0.5061      0.286052 
          85.            0.       0.64427       13.7155       13.8874        9.9763       356.532       11.0816        0.4247      0.314686 
          86.            0.       0.59816       16.7734       17.2856        9.6518       356.495       11.0111        0.3971      0.327091 
